Gene X,Probe X,Gene Y,Probe Y,Correlation,Variance Rank X,Variance Rank Y,Chromosome X,Chromosome Y
MAP4,235066_at,CPEB3,239765_at,0.9034845920340081,75,182,3,10
MAP4,235066_at,RBFOX3,235468_at,0.7434098758405563,75,185,3,17
MAP4,235066_at,PAK5,210721_s_at,0.7437376072331465,75,201,3,20
MAP4,235066_at,SYT13,226086_at,0.8465368681027867,75,213,3,11
MAP4,235066_at,DIRAS2,219619_at,0.7403994755795178,75,224,3,9
MAP4,235066_at,ANK3,206385_s_at,0.735928336957046,75,226,3,10
MAP4,235066_at,GABRB3,227690_at,0.7051668078811778,75,231,3,15
MAP4,235066_at,SYT1,203999_at,0.7165714847705693,75,238,3,12
MAP4,235066_at,SLC12A5,210040_at,0.7500630611806501,75,256,3,20
MAP4,235066_at,CDH18,206280_at,0.7342149361219427,75,268,3,5
MAP4,235066_at,CELF4,238966_at,0.8822510404077906,75,270,3,18
MAP4,235066_at,RAB3C,229300_at,0.8329870212040372,75,274,3,5
MAP4,235066_at,DLGAP1,235527_at,0.7126289235061994,75,306,3,18
MAP4,235066_at,HMP19,218623_at,0.7051915607295216,75,307,3,5
MAP4,235066_at,CPLX1,223500_at,0.835765471602285,75,315,3,4
MAP4,235066_at,UBE2QL1,226612_at,0.7684916445134735,75,319,3,5
MAP4,235066_at,RFPL1S,214120_at,0.8318284348967114,75,337,3,22
MAP4,235066_at,RBFOX1,221217_s_at,0.7778436099571566,75,354,3,16
MAP4,235066_at,GABRB2,1557122_s_at,0.7491335997958017,75,357,3,5
MAP4,235066_at,ELAVL4,206051_at,0.820705578223965,75,361,3,1
MAP4,235066_at,KCNJ6,232411_at,0.8159339228117696,75,368,3,21
MAP4,235066_at,RIMS2,229823_at,0.7227109923755946,75,377,3,8
MAP4,235066_at,SCN3B,204723_at,0.8061973788436911,75,386,3,11
MAP4,235066_at,RGS7,206290_s_at,0.7819098960554627,75,392,3,1
MAP4,235066_at,OLFM3,1554526_at,0.8152724557805683,75,397,3,1
MAP4,235066_at,RPH3A,205230_at,0.7355026125329756,75,436,3,12
MAP4,235066_at,RBFOX3,229406_at,0.7540159258284753,75,444,3,17
MAP4,235066_at,CELF4,223654_s_at,0.8721289534649618,75,445,3,18
MAP4,235066_at,CELF5,230497_at,0.8190528700954596,75,453,3,19
MAP4,235066_at,SCN3B,204722_at,0.8266233924048494,75,456,3,11
MAP4,235066_at,OLFM3,1554524_a_at,0.8150911678512263,75,460,3,1
MAP4,235066_at,PTPRR,206084_at,0.7810139292566013,75,493,3,12
MAP4,235066_at,UNC13C,1556095_at,0.8538296037243286,75,494,3,15
MAP4,235066_at,LOC101927137,214432_at,0.738363561444552,75,496,3,10
MAP4,235066_at,DNAJC6,204720_s_at,0.7924381990866386,75,509,3,1
MAP4,235066_at,PACSIN1,227053_at,0.8085099225436716,75,522,3,6
MAP4,235066_at,STMN4,221236_s_at,0.7360484556752995,75,527,3,8
MAP4,235066_at,PTPRR,210675_s_at,0.7448198769682295,75,530,3,12
MAP4,235066_at,TMEM130,238426_at,0.813405593357936,75,541,3,7
MAP4,235066_at,ACTL6B,206013_s_at,0.8091496316079843,75,551,3,7
MAP4,235066_at,NEFH,33767_at,0.7034077381587468,75,563,3,22
MAP4,235066_at,CDK5R1,204995_at,0.8331536733031236,75,567,3,17
MAP4,235066_at,LRRC7,233499_at,0.7007950130111489,75,615,3,1
MAP4,235066_at,CAMK4,229029_at,0.8058052337925935,75,616,3,5
MAP4,235066_at,CELF4,231220_at,0.8555287906625002,75,617,3,18
MAP4,235066_at,LRRC7,239767_at,0.7474602044080321,75,618,3,1
MAP4,235066_at,MIR124-2HG,242193_at,0.7219575145719827,75,620,3,8
MAP4,235066_at,GABRA1,206678_at,0.7108545004025965,75,664,3,5
MAP4,235066_at,RIMS1,231986_at,0.805330667986294,75,668,3,6
MAP4,235066_at,SYNGR3,205691_at,0.7137164453532185,75,675,3,16
MAP4,235066_at,RUNDC3A,206196_s_at,0.846254456528489,75,678,3,17
MAP4,235066_at,CACNA1B,235781_at,0.7312831465926068,75,682,3,9
MAP4,235066_at,CNTN4,229084_at,0.7223848888724895,75,691,3,3
MAP4,235066_at,RBFOX1,1553422_s_at,0.764061421368391,75,702,3,16
MAP4,235066_at,ST8SIA3,230262_at,0.7611454001202583,75,712,3,18
MAP4,235066_at,SNAP91,204953_at,0.7020937892869172,75,760,3,6
MAP4,235066_at,ADCY1,213245_at,0.7925068134926067,75,762,3,7
MAP4,235066_at,UBE2QL1,226618_at,0.7650015759611223,75,770,3,5
MAP4,235066_at,SNAP25,1556629_a_at,0.7362791306907727,75,779,3,20
MAP4,235066_at,,236714_at,0.7156881492144478,75,790,3,
MAP4,235066_at,ARHGEF7,242999_at,0.926679161224569,75,814,3,13
MAP4,235066_at,PCLO,213558_at,0.7157407952787874,75,815,3,7
MAP4,235066_at,SYN2,229039_at,0.7982827045385679,75,830,3,3
MAP4,235066_at,GABRG2,206849_at,0.7243126416442341,75,843,3,5
MAP4,235066_at,KRT222,243998_at,0.7681820743347842,75,849,3,17
MAP4,235066_at,AAK1,214956_at,0.8963263339316803,75,875,3,2
MAP4,235066_at,SVOP,229818_at,0.8743051042637238,75,881,3,12
MAP4,235066_at,CELF5,232416_at,0.7897208454190049,75,910,3,19
MAP4,235066_at,C1QTNF4,223708_at,0.7747919624377877,75,916,3,11
MAP4,235066_at,SNAP25,202507_s_at,0.8281370218286315,75,930,3,20
MAP4,235066_at,RBFOX1,235070_at,0.7675003921182385,75,946,3,16
DCX,204851_s_at,DCC,238914_at,0.7658471432638838,77,150,X,18
DCX,204851_s_at,DCX,204850_s_at,0.9663493167245496,77,172,X,X
DCX,204851_s_at,CDK5R1,204995_at,0.7072488977107113,77,567,X,17
DCX,204851_s_at,SEZ6L,231650_s_at,0.714981899462127,77,811,X,22
DCX,204851_s_at,SEZ6L,213609_s_at,0.7174204577411564,77,825,X,22
DCX,204851_s_at,SOX11,204915_s_at,0.7248155255078631,77,928,X,2
LTF,202018_s_at,CHI3L2,213060_s_at,0.8029628270202743,78,212,3,1
LTF,202018_s_at,LOC101928916,202238_s_at,0.7012181175097358,78,372,3,11
BCHE,205433_at,UGT8,228956_at,0.7184955773518318,79,101,3,4
BCHE,205433_at,PDGFRA,203131_at,0.7863193525812568,79,103,3,4
BCHE,205433_at,LHFPL3,236761_at,0.7314164038541788,79,117,3,7
BCHE,205433_at,OLIG2,213825_at,0.7782680555804772,79,119,3,21
BCHE,205433_at,BRINP3,217562_at,0.7039757993535491,79,154,3,1
BCHE,205433_at,KLRC3,207723_s_at,0.7162429536369075,79,257,3,12
BCHE,205433_at,BCAT1,226517_at,0.730952358363894,79,542,3,12
BCHE,205433_at,BCAT1,225285_at,0.7224001280273393,79,661,3,12
BCHE,205433_at,GRIK3,230593_at,0.7926252604266752,79,677,3,1
BCHE,205433_at,PLAT,201860_s_at,0.7308736254896644,79,749,3,8
BCHE,205433_at,SEMA5A,229427_at,0.7432564397182564,79,968,3,5
NXPH1,232377_at,CADM2,235118_at,0.7548605873180548,80,84,7,3
NXPH1,232377_at,GPR17,206190_at,0.7037813897432027,80,100,7,2
NXPH1,232377_at,CA10,220889_s_at,0.7538858255986949,80,110,7,17
NXPH1,232377_at,LHFPL3,236761_at,0.7145698302256798,80,117,7,7
NXPH1,232377_at,OLIG2,213825_at,0.7213105130370702,80,119,7,21
NXPH1,232377_at,C2orf80,241998_at,0.7819830850954542,80,122,7,2
NXPH1,232377_at,RIT2,206984_s_at,0.7713810594997323,80,130,7,18
NXPH1,232377_at,SCN2A,229057_at,0.727583234510332,80,133,7,2
NXPH1,232377_at,TNR,213841_at,0.7569605007290878,80,151,7,1
NXPH1,232377_at,BRINP3,217562_at,0.800512023659715,80,154,7,1
NXPH1,232377_at,ERBB3,226213_at,0.7084028094498394,80,156,7,12
NXPH1,232377_at,OPCML,214111_at,0.7934678324637452,80,160,7,11
NXPH1,232377_at,LOC101927057,207093_s_at,0.7319546064940594,80,184,7,17
NXPH1,232377_at,GRIA3,230144_at,0.7579466150066112,80,191,7,X
NXPH1,232377_at,PLPPR5,231397_at,0.717031432331234,80,200,7,1
NXPH1,232377_at,TMEM132B,236824_at,0.7290602165969877,80,206,7,12
NXPH1,232377_at,SCN1A,210383_at,0.7656920980644452,80,219,7,2
NXPH1,232377_at,CADM2,240433_x_at,0.7557968033100603,80,227,7,3
NXPH1,232377_at,KCND2,207103_at,0.7088015836400546,80,240,7,7
NXPH1,232377_at,CA10,223550_s_at,0.7350626614888044,80,241,7,17
NXPH1,232377_at,SOX10,209842_at,0.7091919001877344,80,242,7,22
NXPH1,232377_at,CADM2,1552754_a_at,0.7364553138273042,80,255,7,3
NXPH1,232377_at,KLRC3,207723_s_at,0.7419769259292102,80,257,7,12
NXPH1,232377_at,PLPPR1,219732_at,0.7002434412924069,80,317,7,9
NXPH1,232377_at,FGF12,238521_at,0.7060968444653076,80,345,7,3
NXPH1,232377_at,SHC3,229824_at,0.7603947542661543,80,362,7,9
NXPH1,232377_at,C8orf46,229430_at,0.7977539322754409,80,410,7,8
NXPH1,232377_at,RAPGEF4,205651_x_at,0.7190681805839101,80,467,7,2
NXPH1,232377_at,SLC1A1,213664_at,0.7582585990931567,80,512,7,9
NXPH1,232377_at,GRIK3,230593_at,0.72669770122106,80,677,7,1
NXPH1,232377_at,SLC2A13,227176_at,0.7075225232148004,80,681,7,12
NXPH1,232377_at,SNTG1,220405_at,0.7141083472371318,80,717,7,8
NXPH1,232377_at,SCRG1,243984_at,0.7775730292165952,80,753,7,4
NXPH1,232377_at,PLLP,204519_s_at,0.7701621288912771,80,786,7,16
NXPH1,232377_at,C8orf46,228695_at,0.7069156843466506,80,802,7,8
NXPH1,232377_at,B3GALT2,217452_s_at,0.7000614959925199,80,826,7,1
NXPH1,232377_at,GUCY1A2,236335_at,0.7519213134287351,80,923,7,11
NXPH1,232377_at,SLITRK3,206732_at,0.7425354143947561,80,934,7,3
NXPH1,232377_at,SORCS3,215522_at,0.7520978104394955,80,965,7,10
NXPH1,232377_at,SEMA5A,229427_at,0.7324841161314003,80,968,7,5
GABRG1,241805_at,RSPH1,230093_at,0.7578554552502487,82,83,4,21
GABRG1,241805_at,PPP1R1B,225165_at,0.7776301344059734,82,106,4,17
GABRG1,241805_at,GABRG1,1552943_at,0.899552913775904,82,214,4,4
GABRG1,241805_at,IGSF1,207695_s_at,0.7183377046462754,82,245,4,X
GABRG1,241805_at,C8orf34,231380_at,0.7354545347684296,82,300,4,8
GABRG1,241805_at,KCNJ3,233059_at,0.7545513599813871,82,314,4,2
GABRG1,241805_at,IQCA1,238584_at,0.7024288842136737,82,535,4,2
GABRG1,241805_at,PPP1R1A,205478_at,0.7000004799630843,82,628,4,12
GABRG1,241805_at,CPNE6,210408_s_at,0.7583946855816265,82,708,4,14
GABRG1,241805_at,RERG,227758_at,0.7025029521290908,82,801,4,12
RSPH1,230093_at,TNFRSF11B,204933_s_at,0.7439479475546492,83,87,21,8
RSPH1,230093_at,DAW1,242162_at,0.8820173396064322,83,89,21,2
RSPH1,230093_at,AQP4,210068_s_at,0.8005003502834656,83,99,21,18
RSPH1,230093_at,FAM110C,226863_at,0.8165722307817335,83,105,21,2
RSPH1,230093_at,PPP1R1B,225165_at,0.7795343763222393,83,106,21,17
RSPH1,230093_at,RASSF9,241470_x_at,0.7519981803805429,83,108,21,12
RSPH1,230093_at,LIX1,230865_at,0.7802946017129337,83,115,21,5
RSPH1,230093_at,TNFRSF11B,204932_at,0.707974756411682,83,128,21,8
RSPH1,230093_at,RFX4,223673_at,0.7429488914454828,83,132,21,12
RSPH1,230093_at,ARMC3,240275_at,0.8798767124584361,83,136,21,10
RSPH1,230093_at,AKAP14,237282_s_at,0.8775612830930072,83,141,21,X
RSPH1,230093_at,AQP4,210906_x_at,0.7691701376289836,83,143,21,18
RSPH1,230093_at,CAPS,231729_s_at,0.8337994833550253,83,147,21,19
RSPH1,230093_at,DYNLRB2,238116_at,0.9453866146932773,83,153,21,16
RSPH1,230093_at,MSX1,205932_s_at,0.8423101705294341,83,164,21,4
RSPH1,230093_at,NEK5,241310_at,0.8934694504055102,83,177,21,13
RSPH1,230093_at,SPAG6,210032_s_at,0.7785353805712362,83,186,21,10
RSPH1,230093_at,C11orf70,224463_s_at,0.7559231542922342,83,189,21,11
RSPH1,230093_at,CFAP52,239916_at,0.9474193972648074,83,192,21,17
RSPH1,230093_at,BBOX1,205363_at,0.7546051989627726,83,193,21,11
RSPH1,230093_at,MKX,239468_at,0.7278270331283931,83,194,21,10
RSPH1,230093_at,AKAP14,237281_at,0.8779016405785285,83,196,21,X
RSPH1,230093_at,CAPS,231728_at,0.8349376038710381,83,199,21,19
RSPH1,230093_at,GABRG1,1552943_at,0.7588319960739852,83,214,21,4
RSPH1,230093_at,GMPR,204187_at,0.7735494032528842,83,216,21,6
RSPH1,230093_at,VWA3B,1562371_s_at,0.8839849621782521,83,232,21,2
RSPH1,230093_at,IGSF1,207695_s_at,0.7230934151074974,83,245,21,X
RSPH1,230093_at,LINC01088,230781_at,0.7045343447039015,83,249,21,4
RSPH1,230093_at,IGFBP7-AS1,1557395_at,0.8101368695791544,83,251,21,4
RSPH1,230093_at,ODF3B,238327_at,0.8265648264381729,83,261,21,22
RSPH1,230093_at,MAP3K19,1555804_a_at,0.8720673111944561,83,281,21,2
RSPH1,230093_at,GLIS3,229435_at,0.702911030425925,83,288,21,9
RSPH1,230093_at,EFHC2,220591_s_at,0.9124741319143986,83,292,21,X
RSPH1,230093_at,C8orf34,231380_at,0.9046018931401548,83,300,21,8
RSPH1,230093_at,CCDC114,233157_x_at,0.7659008360560434,83,302,21,19
RSPH1,230093_at,EFCAB1,220156_at,0.8654297375963129,83,303,21,8
RSPH1,230093_at,ZBBX,220269_at,0.9081685108745603,83,304,21,3
RSPH1,230093_at,CRLF1,206315_at,0.7305618756582319,83,308,21,19
RSPH1,230093_at,ECM2,206101_at,0.706178148372452,83,320,21,9
RSPH1,230093_at,TPPP3,218876_at,0.8488210680829317,83,325,21,16
RSPH1,230093_at,NUP62CL,220520_s_at,0.7184447453874899,83,353,21,X
RSPH1,230093_at,WDR49,1554298_a_at,0.8272758385163715,83,365,21,3
RSPH1,230093_at,CFAP43,231084_at,0.8884493975225802,83,367,21,10
RSPH1,230093_at,MORN5,229976_at,0.9282239806016775,83,370,21,9
RSPH1,230093_at,CFAP70,229170_s_at,0.9082400329331214,83,373,21,10
RSPH1,230093_at,CXCL5,215101_s_at,0.740872567124079,83,394,21,4
RSPH1,230093_at,MLIP,235377_at,0.7507062877825598,83,403,21,6
RSPH1,230093_at,LOC101928817,1556003_a_at,0.7687682033624609,83,412,21,14
RSPH1,230093_at,SPATA17,230763_at,0.8335049548844228,83,432,21,1
RSPH1,230093_at,PIFO,228100_at,0.8846643435775761,83,450,21,1
RSPH1,230093_at,HSPB8,221667_s_at,0.8350217389692084,83,457,21,12
RSPH1,230093_at,EHF,225645_at,0.7619996574825649,83,499,21,11
RSPH1,230093_at,CAPS,226424_at,0.8462417030758667,83,504,21,19
RSPH1,230093_at,NEBL,203962_s_at,0.7426090580091137,83,520,21,10
RSPH1,230093_at,BMPR1B,229975_at,0.7345222821476115,83,523,21,4
RSPH1,230093_at,IQCA1,238584_at,0.8151997913848222,83,535,21,2
RSPH1,230093_at,WDR78,229816_at,0.8849200638857969,83,537,21,1
RSPH1,230093_at,FAM216B,1556711_at,0.7155200354717532,83,539,21,13
RSPH1,230093_at,AK7,1553734_at,0.8620909493805473,83,545,21,14
RSPH1,230093_at,CASC1,220168_at,0.9264243877391386,83,547,21,12
RSPH1,230093_at,NEBL,203961_at,0.7105438972581242,83,554,21,10
RSPH1,230093_at,LOC101928882,233326_at,0.885348808680814,83,562,21,3
RSPH1,230093_at,DNAH9,240857_at,0.9017342499667128,83,564,21,17
RSPH1,230093_at,SPAG17,233516_s_at,0.8366904597774797,83,568,21,1
RSPH1,230093_at,NEK5,237168_at,0.8743350238521579,83,570,21,13
RSPH1,230093_at,YAP1,224894_at,0.7126790502185314,83,574,21,11
RSPH1,230093_at,WDR63,243087_at,0.8629516773164227,83,576,21,1
RSPH1,230093_at,CELSR1,41660_at,0.7262835495461564,83,578,21,22
RSPH1,230093_at,MGST1,1565162_s_at,0.7198043561508024,83,589,21,12
RSPH1,230093_at,AQP4-AS1,1553440_at,0.8246829359378341,83,595,21,18
RSPH1,230093_at,TMEM232,239776_at,0.8759411394484491,83,603,21,5
RSPH1,230093_at,C11orf88,1568606_at,0.875244476585964,83,606,21,11
RSPH1,230093_at,C11orf70,241198_s_at,0.7575969300745149,83,607,21,11
RSPH1,230093_at,,240026_x_at,0.8364348519742683,83,609,21,
RSPH1,230093_at,GALNT3,203397_s_at,0.7553137473756708,83,632,21,2
RSPH1,230093_at,CFAP70,229169_at,0.8978117866078889,83,633,21,10
RSPH1,230093_at,TMEM47,209655_s_at,0.8298661157228439,83,647,21,X
RSPH1,230093_at,ZMYND10,216663_s_at,0.8579119371534436,83,649,21,3
RSPH1,230093_at,C4orf47,236915_at,0.8451333274385853,83,651,21,4
RSPH1,230093_at,MLC1,213395_at,0.7647234697585963,83,655,21,22
RSPH1,230093_at,RNF43,218704_at,0.794539452233761,83,659,21,17
RSPH1,230093_at,C5orf49,239722_at,0.9062636060122072,83,671,21,5
RSPH1,230093_at,SPAG1,210117_at,0.8823369344011274,83,672,21,8
RSPH1,230093_at,GLIS3,230258_at,0.7011465006895572,83,693,21,9
RSPH1,230093_at,EXOSC7,205200_at,0.7311777213585631,83,699,21,3
RSPH1,230093_at,IL20RA,219115_s_at,0.7303970463490201,83,729,21,6
RSPH1,230093_at,LRRC34,236918_s_at,0.781283632272236,83,734,21,3
RSPH1,230093_at,ROPN1L,223609_at,0.8312236242387462,83,751,21,5
RSPH1,230093_at,NEBL,241782_at,0.7005820265678098,83,774,21,10
RSPH1,230093_at,TTC29,223962_at,0.8514315489656188,83,776,21,4
RSPH1,230093_at,,236373_at,0.7448221558826265,83,778,21,
RSPH1,230093_at,C1orf158,231549_at,0.8707860483941902,83,813,21,1
RSPH1,230093_at,TEX9,243198_at,0.7063476828175792,83,820,21,15
RSPH1,230093_at,MKX,241902_at,0.7176435775288299,83,821,21,10
RSPH1,230093_at,TEKT1,239216_at,0.8870065272969957,83,822,21,17
RSPH1,230093_at,LINC01354,239822_at,0.7977706235367722,83,835,21,1
RSPH1,230093_at,FAM179A,236717_at,0.8121343107482635,83,852,21,2
RSPH1,230093_at,,235658_at,0.8762823224664542,83,894,21,
RSPH1,230093_at,LRRC46,230601_s_at,0.8427056800337428,83,902,21,17
RSPH1,230093_at,C1orf194,231044_at,0.8818772636283955,83,903,21,1
RSPH1,230093_at,TEX26,243884_at,0.8159387085103945,83,905,21,13
RSPH1,230093_at,CFAP45,220308_at,0.8839487430440401,83,914,21,1
RSPH1,230093_at,ALDH1L1,205208_at,0.7636830417558498,83,919,21,3
RSPH1,230093_at,RSPH4A,233071_at,0.8565051337742816,83,951,21,6
RSPH1,230093_at,FGFR2,208228_s_at,0.7032837499671558,83,972,21,10
RSPH1,230093_at,FOLR1,204437_s_at,0.7474813282171174,83,993,21,11
RSPH1,230093_at,ADIRF,203571_s_at,0.7091412988093336,83,996,21,10
CADM2,235118_at,C2orf80,241998_at,0.7472548852646863,84,122,3,2
CADM2,235118_at,TMEFF2,223557_s_at,0.7056097509141179,84,127,3,2
CADM2,235118_at,RIT2,206984_s_at,0.7642284137648658,84,130,3,18
CADM2,235118_at,SCN2A,229057_at,0.8188214758347225,84,133,3,2
CADM2,235118_at,NRXN1,228547_at,0.7333876937830824,84,145,3,2
CADM2,235118_at,BRINP3,217562_at,0.7775231415617538,84,154,3,1
CADM2,235118_at,OPCML,214111_at,0.7819250852348797,84,160,3,11
CADM2,235118_at,LOC101927057,207093_s_at,0.7557828272304437,84,184,3,17
CADM2,235118_at,GRIA3,230144_at,0.7144685479842446,84,191,3,X
CADM2,235118_at,SCN1A,210383_at,0.7341962117196218,84,219,3,2
CADM2,235118_at,CADM2,240433_x_at,0.9625029958804686,84,227,3,3
CADM2,235118_at,SLITRK4,232636_at,0.7000546131273226,84,235,3,X
CADM2,235118_at,KCND2,207103_at,0.7211755120875938,84,240,3,7
CADM2,235118_at,CADM2,1552754_a_at,0.942765698808909,84,255,3,3
CADM2,235118_at,SLITRK4,230680_at,0.7052858338049007,84,286,3,X
CADM2,235118_at,DLGAP1,235527_at,0.701776333201719,84,306,3,18
CADM2,235118_at,FGF12,238521_at,0.8067468076409385,84,345,3,3
CADM2,235118_at,SHC3,229824_at,0.7246139820674179,84,362,3,9
CADM2,235118_at,LINC01105,1553797_a_at,0.7244464168352314,84,388,3,2
CADM2,235118_at,GPC5,207174_at,0.7073426252656563,84,405,3,13
CADM2,235118_at,C8orf46,229430_at,0.7750966422614213,84,410,3,8
CADM2,235118_at,SCN3A,210432_s_at,0.7710261332127117,84,416,3,2
CADM2,235118_at,RAPGEF4,205651_x_at,0.8376729788278982,84,467,3,2
CADM2,235118_at,GRM5,214217_at,0.7111613755196777,84,474,3,11
CADM2,235118_at,DNAJC6,204720_s_at,0.7190860003087969,84,509,3,1
CADM2,235118_at,SLC1A1,213664_at,0.7042266917052874,84,512,3,9
CADM2,235118_at,SLC8A1,1556583_a_at,0.7353422901843963,84,571,3,2
CADM2,235118_at,ADGRB3,205638_at,0.7842733551026292,84,580,3,6
CADM2,235118_at,SLC1A2,225491_at,0.7561533907348038,84,583,3,11
CADM2,235118_at,B3GALT2,210121_at,0.7849047296230781,84,586,3,1
CADM2,235118_at,NRXN1,209914_s_at,0.7000016247104633,84,636,3,2
CADM2,235118_at,SLC2A13,227176_at,0.726178437320026,84,681,3,12
CADM2,235118_at,B3GALT2,217452_s_at,0.7987116561345733,84,826,3,1
CADM2,235118_at,KCNJ9,244113_at,0.7636486429020577,84,850,3,1
CADM2,235118_at,DNM3,209839_at,0.7082830821609151,84,864,3,1
CADM2,235118_at,GUCY1A2,236335_at,0.7918599383428268,84,923,3,11
CADM2,235118_at,SLITRK3,206732_at,0.739654622538581,84,934,3,3
CADM2,235118_at,ARPP21,231935_at,0.7830323459561741,84,957,3,3
CADM2,235118_at,LRRTM2,206408_at,0.7047894136022543,84,985,3,5
CA3,204865_at,SPATA17,230763_at,0.723177737902986,85,432,8,1
CA3,204865_at,WDR78,229816_at,0.7157502868054133,85,537,8,1
CA3,204865_at,NEK5,237168_at,0.72125228804428,85,570,8,13
CA3,204865_at,C4orf47,236915_at,0.7367429321090588,85,651,8,4
CA3,204865_at,SPAG1,210117_at,0.706176236255295,85,672,8,8
CA3,204865_at,RSPH4A,233071_at,0.7369013467421124,85,951,8,6
PEX5L,241833_at,SV2B,205551_at,0.7139832432846674,86,112,3,15
PEX5L,241833_at,CHGB,204260_at,0.7008445770634076,86,135,3,20
PEX5L,241833_at,PLPPR4,213496_at,0.7257756709753262,86,158,3,1
PEX5L,241833_at,JPH3,229294_at,0.7069568386990556,86,175,3,16
PEX5L,241833_at,CPEB3,239765_at,0.7927234079273557,86,182,3,10
PEX5L,241833_at,NWD2,230765_at,0.7382606443709511,86,209,3,4
PEX5L,241833_at,DIRAS2,219619_at,0.7116457193264257,86,224,3,9
PEX5L,241833_at,CDH18,206280_at,0.7354647582498066,86,268,3,5
PEX5L,241833_at,CELF4,238966_at,0.7519512595257252,86,270,3,18
PEX5L,241833_at,RAB3C,229300_at,0.7627513695694511,86,274,3,5
PEX5L,241833_at,SPOCK3,235342_at,0.7116933091938425,86,284,3,4
PEX5L,241833_at,RFPL1S,214120_at,0.7253878308479799,86,337,3,22
PEX5L,241833_at,TRPM3,239291_at,0.7376771224655121,86,344,3,9
PEX5L,241833_at,SCN3B,204723_at,0.7503685619473399,86,386,3,11
PEX5L,241833_at,RGS7,206290_s_at,0.7577053348875328,86,392,3,1
PEX5L,241833_at,RPH3A,205230_at,0.7783597227068629,86,436,3,12
PEX5L,241833_at,CELF4,223654_s_at,0.7337129039036976,86,445,3,18
PEX5L,241833_at,SCN3B,204722_at,0.766629894213468,86,456,3,11
PEX5L,241833_at,PTPRR,206084_at,0.793480068018827,86,493,3,12
PEX5L,241833_at,DNAJC6,204720_s_at,0.704375337918984,86,509,3,1
PEX5L,241833_at,PACSIN1,227053_at,0.7356788911116033,86,522,3,6
PEX5L,241833_at,PTPRR,210675_s_at,0.7749597557801071,86,530,3,12
PEX5L,241833_at,TRPM3,216452_at,0.7034478853103663,86,546,3,9
PEX5L,241833_at,KCNA1,230849_at,0.7083502426609859,86,552,3,12
PEX5L,241833_at,CELF4,231220_at,0.7687628966112544,86,617,3,18
PEX5L,241833_at,RUNDC3A,206196_s_at,0.7345621119436763,86,678,3,17
PEX5L,241833_at,ADCY1,213245_at,0.7527204125106862,86,762,3,7
PEX5L,241833_at,SYN2,229039_at,0.7570284549386195,86,830,3,3
PEX5L,241833_at,KRT222,243998_at,0.7530755850718018,86,849,3,17
PEX5L,241833_at,AAK1,214956_at,0.7047029692686191,86,875,3,2
PEX5L,241833_at,SVOP,229818_at,0.738392160452528,86,881,3,12
TNFRSF11B,204933_s_at,DAW1,242162_at,0.8190808604429087,87,89,8,2
TNFRSF11B,204933_s_at,AQP4,210068_s_at,0.7127302042167173,87,99,8,18
TNFRSF11B,204933_s_at,RASSF9,241470_x_at,0.7872798576354739,87,108,8,12
TNFRSF11B,204933_s_at,TNFRSF11B,204932_at,0.961122441061608,87,128,8,8
TNFRSF11B,204933_s_at,ARMC3,240275_at,0.8082715796090304,87,136,8,10
TNFRSF11B,204933_s_at,GDF10,206159_at,0.7017940970009974,87,139,8,10
TNFRSF11B,204933_s_at,AKAP14,237282_s_at,0.7431663077558026,87,141,8,X
TNFRSF11B,204933_s_at,CAPS,231729_s_at,0.8116143404808525,87,147,8,19
TNFRSF11B,204933_s_at,DYNLRB2,238116_at,0.7549572703541085,87,153,8,16
TNFRSF11B,204933_s_at,MSX1,205932_s_at,0.8173020832948802,87,164,8,4
TNFRSF11B,204933_s_at,NEK5,241310_at,0.7584702815619155,87,177,8,13
TNFRSF11B,204933_s_at,SPAG6,210032_s_at,0.7128345774053131,87,186,8,10
TNFRSF11B,204933_s_at,C11orf70,224463_s_at,0.7411313245156952,87,189,8,11
TNFRSF11B,204933_s_at,CFAP52,239916_at,0.7558463691418191,87,192,8,17
TNFRSF11B,204933_s_at,AKAP14,237281_at,0.7349845664972421,87,196,8,X
TNFRSF11B,204933_s_at,CAPS,231728_at,0.7918872974836304,87,199,8,19
TNFRSF11B,204933_s_at,GMPR,204187_at,0.7415051039727028,87,216,8,6
TNFRSF11B,204933_s_at,VWA3B,1562371_s_at,0.784705273936126,87,232,8,2
TNFRSF11B,204933_s_at,IGSF1,207695_s_at,0.7149841902477889,87,245,8,X
TNFRSF11B,204933_s_at,ANGPTL1,231773_at,0.7526358661212538,87,250,8,1
TNFRSF11B,204933_s_at,ODF3B,238327_at,0.7616270524363993,87,261,8,22
TNFRSF11B,204933_s_at,MAP3K19,1555804_a_at,0.7817910156765243,87,281,8,2
TNFRSF11B,204933_s_at,GLIS3,229435_at,0.7283163756687417,87,288,8,9
TNFRSF11B,204933_s_at,MECOM,221884_at,0.782550864626281,87,289,8,3
TNFRSF11B,204933_s_at,EFHC2,220591_s_at,0.7883591498278225,87,292,8,X
TNFRSF11B,204933_s_at,EFCAB1,220156_at,0.7929251052230492,87,303,8,8
TNFRSF11B,204933_s_at,ZBBX,220269_at,0.7013573744750047,87,304,8,3
TNFRSF11B,204933_s_at,CRLF1,206315_at,0.7167367329755144,87,308,8,19
TNFRSF11B,204933_s_at,MECOM,226420_at,0.7749854764514481,87,311,8,3
